"numenq","sch_lev","farm_f","trad_f","exec_f","tech_f","whc_f","blc_f","noocc_f","farm_m","trad_m","exec_m","tech_m","whc_m","blc_m","noocc_m","orfr","oroecd","orother","foreign","late6","urban","male","age98","date_first","full_first","wage_first","employed_36","full_36","wage_36","experience_36","employed_60","full_60","wage_60","experience_60"
"405125",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,1220,1,1,991,29,1,1,1239,53
"405148",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,23,18,1,810,1,1,1300,18,1,1,1300,42
"405150",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,20,7,1,762,1,1,915,27,1,1,915,51
"405159",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,21,1,1318,1,1,1162,13,0,,,26
"405160",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,14,0,656,1,1,889,21,0,,,26
"405166",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,7,1,810,1,1,1300,29,1,1,1300,53
"405182",4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,29,25,1,810,1,1,1190,11,1,1,1200,20
"405190",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,7,1,1194,1,1,2490,29,1,1,2490,53
"405194",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,7,,,1,1,1190,29,1,1,1190,53
"405198",4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,23,9,0,805,1,1,805,27,0,,,41
"405204",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,1,22,8,,,1,1,1524,14,1,1,1524,38
"405208",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,22,25,1,869,1,1,880,11,1,1,880,35
"405210",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,20,1,991,1,1,1677,16,1,1,1931,40
"405212",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,7,1,991,1,1,1524,19,1,1,1524,43
"405243",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,23,7,1,1143,1,1,1191,26,1,1,1191,50
"405244",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,22,10,0,,1,0,,18,1,1,1100,42
"405250",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,7,,,1,0,,28,1,1,1076,52
"405251",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,21,7,1,1829,1,1,2909,29,1,1,3405,53
"405259",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,27,1,1082,1,1,1677,9,1,1,1677,33
"405261",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,23,7,1,915,1,1,1404,29,1,1,1651,53
"405263",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,11,1,1378,1,1,1378,25,1,1,1112,49
"405266",6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,1,1009,1,1,1768,29,1,1,1768,53
"405268",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,21,9,0,,1,1,915,27,0,,,33
"405269",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1685,20,1,1,1685,44
"405272",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,7,0,,1,1,1087,27,1,1,1087,51
"405275",6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,9,1,1203,1,1,1143,27,1,1,1143,51
"405284",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1220,16,1,1,1220,40
"405290",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,,,1,1,991,29,1,1,1414,47
"405298",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,7,1,810,1,1,1347,29,1,1,1347,53
"405310",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,10,1,799,0,,,22,0,,,43
"405315",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,21,7,,,1,1,1550,14,1,1,1550,38
"405339",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,23,9,1,816,1,1,1649,15,1,1,1649,39
"405346",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,23,7,1,1524,1,1,1372,28,1,1,1733,52
"405352",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20,7,1,1425,1,1,1486,29,1,1,1486,53
"405371",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,7,,,1,1,1113,22,1,1,1113,46
"405376",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,,,1,1,2065,26,1,1,2065,50
"405391",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,21,9,1,1197,1,1,1300,27,1,1,1300,51
"405392",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,7,1,871,1,1,1296,14,1,1,1554,23
"405398",5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21,12,1,1067,1,1,1348,24,1,1,1348,48
"405403",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,26,7,1,1067,1,1,1200,29,1,1,1200,53
"405413",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,,,1,1,1265,18,1,1,1265,42
"405420",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,10,1,1296,1,1,1342,21,1,1,1342,45
"405421",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,7,,,1,1,1537,28,1,0,,43
"405433",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,9,1,1015,1,1,1677,27,1,1,1829,51
"405437",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,7,0,1563,1,1,1563,29,1,1,1563,53
"405441",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,1,1372,1,1,2368,29,1,1,2368,53
"405445",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,24,7,,,1,1,1524,28,1,1,1372,52
"405450",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,8,0,,1,1,884,26,1,1,1057,50
"405451",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,22,11,1,1143,1,1,1295,19,1,1,1295,43
"405459",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,6,,,1,1,1418,30,1,1,1486,54
"405463",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,7,0,,1,1,1200,29,1,1,1200,53
"405473",5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,6,,,1,1,1696,29,1,1,1696,53
"405497",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,21,7,1,871,1,1,1143,29,1,1,1143,53
"405500",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,10,1,810,1,1,1245,24,1,1,1486,48
"405510",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,7,1,933,1,1,1289,28,1,1,1289,52
"405511",4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,22,6,1,854,1,1,1517,30,1,1,1517,54
"405516",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,22,8,,,1,1,920,24,1,1,920,48
"405522",4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,26,1,981,1,1,1436,10,0,,,30
"405525",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,1,1220,1,1,1925,29,0,,,49
"405530",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19,22,1,892,1,1,915,14,1,1,915,38
"405535",5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,7,,,0,,,13,1,1,1367,35
"405537",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,,,1,1,1311,23,1,1,1311,47
"405556",7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,7,1,871,0,,,19,1,1,1694,32
"405557",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,1,1111,1,1,1300,29,1,1,1300,53
"405561",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,17,1,915,1,0,823,7,1,1,1322,31
"405562",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,22,7,1,1372,1,1,1321,14,1,1,1981,38
"405565",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,13,1,991,1,1,1220,23,1,1,1220,47
"405581",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,35,1,884,1,1,787,1,1,1,975,25
"405585",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,20,24,1,1340,1,1,1626,12,1,1,1980,36
"405596",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,503,0,,,25,1,1,2337,29
"405599",5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,23,7,,,1,1,1981,29,1,1,1981,53
"405604",5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,21,22,1,945,1,1,1059,14,1,1,1098,38
"405605",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,7,1,810,1,1,1098,27,1,1,1098,51
"405606",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,22,7,1,826,1,1,1899,29,1,1,1899,53
"405619",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,20,10,1,838,1,1,1260,15,1,1,1260,39
"405620",5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,22,26,1,823,1,1,1118,10,1,1,1118,34
"405637",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,21,7,,,1,1,1152,27,1,1,1152,51
"405641",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24,11,1,1372,1,1,1100,11,1,1,1268,33
"405653",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24,18,1,1296,1,1,1143,18,1,1,1278,42
"405654",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,23,12,1,884,1,1,1250,23,1,1,2065,47
"405658",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20,7,1,810,1,1,1189,29,1,1,1189,53
"405659",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20,10,0,,0,,,9,0,,,9
"405666",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,7,0,,1,1,1404,28,1,1,1404,52
"405669",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,23,6,,,1,1,549,14,1,1,1602,38
"405673",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,7,0,,1,1,991,29,1,1,991,53
"405676",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,8,1,1004,1,1,1082,28,1,1,1082,52
"405682",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,13,1,808,1,1,1113,23,1,1,1113,47
"405686",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,5,1,1261,1,1,1817,21,1,1,1817,45
"405687",5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,25,1,915,1,1,915,11,1,1,1651,35
"405702",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,0,,1,1,1360,29,1,1,1360,53
"405706",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,1,969,1,1,2795,29,1,1,2795,53
"405708",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,21,7,,,1,1,930,23,1,1,930,47
"405715",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,23,28,1,958,1,1,1300,8,1,1,1300,32
"405716",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,21,1,1524,1,1,1098,15,1,1,1325,39
"405717",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,16,1,1189,1,1,1357,20,1,1,1357,44
"405722",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,7,1,991,1,1,1677,29,1,1,1677,53
"405724",6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22,7,1,823,1,1,1404,20,1,1,1403,44
"405738",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,25,7,,,1,1,991,29,1,1,1805,52
"405740",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,,,1,1,2125,29,1,1,2125,53
"405741",5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,28,,1200,1,1,1200,8,1,1,1200,32
"405755",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,22,7,1,857,1,1,1250,19,1,1,1250,43
"405768",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,10,1,809,1,1,1444,26,1,1,1444,50
"405774",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,0,1148,1,1,1148,29,1,1,1067,53
"405780",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,22,7,1,848,1,1,2678,29,1,1,2678,53
"405784",5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,7,,,1,1,809,26,1,1,1120,43
"405785",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,7,1,838,1,1,1486,29,1,1,1486,53
"405790",4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,22,39,1,809,0,,,0,1,1,1150,21
"405793",4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,18,1,2058,1,1,2000,18,1,1,2000,42
"405794",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,20,8,1,1111,1,1,1372,28,1,1,1372,52
"405795",8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,7,1,1448,1,1,1448,29,1,,,49
"405800",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,23,20,1,1220,1,1,1600,11,1,1,1600,35
"405801",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,23,22,1,1067,0,,,3,1,1,1112,24
"405810",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,20,6,,,1,1,1156,25,1,1,1524,48
"405815",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,20,7,1,1486,1,1,1899,29,1,1,1899,53
"405816",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,21,1,1239,1,1,958,15,0,,,37
"405823",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,0,1813,1,1,1813,29,1,1,1563,53
"405833",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,7,0,,1,1,1067,29,1,1,1067,53
"405834",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,7,,,0,,,6,1,1,1567,26
"405838",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21,7,,,1,1,1185,22,1,1,1185,46
"405841",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,827,1,1,931,29,1,1,931,53
"405846",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,7,,,1,1,1164,29,1,1,1164,53
"405852",4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,9,1,534,1,1,1500,25,1,1,1500,49
"405857",4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,20,7,0,,1,1,1524,22,0,,,46
"405868",4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,21,7,,,1,1,1067,17,1,1,1067,41
"405872",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,9,1,871,1,1,1408,17,1,1,1408,41
"405876",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,19,1,1067,0,,,16,0,,,34
"405880",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,7,1,810,1,1,1372,29,1,1,1372,53
"405884",7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,7,,,1,1,1982,28,1,1,2106,51
"405890",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,1074,1,1,1300,28,1,1,1300,52
"405892",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,8,1,1143,1,1,1486,28,1,1,1486,52
"405893",7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,20,,2500,1,1,2500,16,1,1,2500,40
"405895",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21,7,0,,1,1,900,24,1,1,900,48
"405897",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,9,1,1060,1,1,1638,27,1,1,1638,51
"405904",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,22,9,1,871,1,1,855,27,1,1,855,51
"405922",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,14,0,,1,1,1242,18,1,1,1242,42
"405931",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,9,1,915,1,1,1225,14,1,1,1225,38
"405938",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,23,7,,,1,1,1879,19,1,1,1184,43
"405946",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,21,0,,1,1,1967,15,1,1,1967,39
"405958",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,8,1,1147,1,1,1310,28,1,1,1310,52
"405960",4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,7,,,1,1,991,19,0,,,40
"405976",5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,20,9,1,991,1,1,1569,27,1,1,1665,51
"405977",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,7,,,1,1,1067,29,1,1,1067,53
"405982",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,7,,,1,1,5488,23,1,1,5488,47
"405992",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,,,1,1,1651,29,1,1,1685,53
"405996",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,,,1,1,1474,28,1,1,1474,52
"406000",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,10,1,1372,1,1,995,26,1,1,1268,50
"406002",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,7,1,854,1,1,1418,29,1,1,1418,53
"406004",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,915,1,1,1408,29,1,1,1408,53
"406006",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,29,1,1143,0,,,6,1,1,1019,29
"406013",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,1,854,1,1,1100,28,1,1,1100,52
"406038",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,24,1,941,1,1,941,12,1,1,1220,36
"406041",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,762,1,1,1192,29,1,1,1192,53
"406046",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1403,13,1,1,1250,37
"406049",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,29,1,1143,1,1,1143,7,1,1,1600,27
"406051",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,1070,1,1,1354,28,1,1,1354,52
"406057",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,22,10,1,1143,1,1,1500,26,1,1,1500,50
"406058",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,7,1,991,1,1,946,29,1,1,946,53
"406061",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,22,6,1,884,1,1,915,30,1,1,915,54
"406063",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,21,7,1,810,1,0,,14,1,1,1383,38
"406065",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,21,7,,,1,1,1818,27,1,1,1818,51
"406068",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,7,1,1052,1,1,1677,29,1,1,1677,53
"406079",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,22,9,1,810,1,1,1382,27,1,1,1382,51
"406081",5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22,10,0,,1,1,1073,26,1,1,1329,50
"406085",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,24,19,1,916,1,1,1509,16,1,1,1753,28
"406094",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,23,14,1,810,1,1,869,17,0,,,39
"406098",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1677,26,1,1,1677,50
"406103",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,8,,,1,1,838,21,1,1,945,44
"406105",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,7,,,1,1,1385,27,1,1,1385,51
"406111",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,23,7,,,0,,,7,1,1,1621,29
"406116",4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,21,6,,,1,1,1748,28,1,1,1748,52
"406117",4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,24,1,1143,1,1,1067,7,1,1,1131,21
"406125",5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,10,1,1019,1,1,1468,26,1,1,1468,50
"406129",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,7,,,1,1,1300,27,1,1,1300,51
"406132",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21,7,,,1,1,1651,27,1,1,1487,47
"406134",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,6,0,,1,1,1073,30,1,1,1073,54
"406137",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,22,10,1,1296,1,1,1296,26,1,1,1683,50
"406145",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,7,,,1,1,1651,19,1,1,1651,43
"406172",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,23,10,1,810,0,,,12,1,1,1220,33
"406173",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,13,1,974,1,1,1651,19,1,1,1651,43
"406180",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,0,,1,1,777,21,1,1,1143,45
"406185",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,7,,,1,1,1140,27,1,1,1140,51
"406187",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,0,,1,1,1589,24,1,1,1589,48
"406188",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,12,1,871,0,,,9,1,1,1322,26
"406198",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,29,1,1047,1,1,945,7,1,1,945,31
"406211",4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,21,6,1,1407,1,1,1400,30,1,1,1400,54
"406214",4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,7,1,907,1,1,1070,27,1,1,1070,51
"406228",5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,7,1,1321,1,1,1571,29,1,1,1571,53
"406233",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,11,0,,1,1,2210,25,1,1,2210,49
"406237",4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,20,10,1,1407,1,1,1202,25,1,1,1274,49
