"numenq","sch_lev","farm_f","trad_f","exec_f","tech_f","whc_f","blc_f","noocc_f","farm_m","trad_m","exec_m","tech_m","whc_m","blc_m","noocc_m","orfr","oroecd","orother","foreign","late6","urban","male","age98","date_first","full_first","wage_first","employed_36","full_36","wage_36","experience_36","employed_60","full_60","wage_60","experience_60"
"100001",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,19,9,1,952,0,,,8,1,0,,28
"100041",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,18,53,0,,0,,,0,0,,,4
"100042",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,21,12,1,747,1,1,1258,24,1,1,1258,48
"100048",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,7,0,,1,0,,29,1,0,,30
"100064",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,21,12,0,,1,1,701,24,1,0,,46
"100068",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,17,9,1,266,1,1,915,18,1,0,,31
"100099",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,19,7,1,925,1,1,595,27,0,,,31
"100106",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,9,1,915,1,1,1372,27,1,1,1372,51
"100114",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,10,1,945,1,1,1191,26,1,1,1191,50
"100161",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,13,0,,1,0,,16,1,0,,33
"100172",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,14,,,1,1,1382,22,0,,,41
"100187",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,29,0,,1,0,,7,1,0,,31
"100198",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,20,37,1,809,0,,,0,0,,,12
"100243",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,17,52,0,,0,,,0,0,,,1
"100244",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,2,1,793,1,0,,14,1,1,1291,37
"100245",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,21,7,1,1524,1,1,1150,29,1,1,1150,53
"100250",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,0,,1,1,1220,29,1,1,1128,44
"100257",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,0,1,1,0,18,43,1,1208,0,,,0,1,1,787,17
"100262",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,20,7,1,1143,1,1,1082,29,1,1,762,53
"100272",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19,11,0,,1,1,1296,25,1,1,1098,44
"100324",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,8,1,1111,0,,,15,1,1,1143,28
"100336",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,7,1,1059,1,1,1676,29,1,1,1676,53
"100339",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,18,9,1,1006,1,1,945,27,1,0,,49
"100346",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,18,9,1,810,1,1,1486,17,1,1,1486,41
"100365",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,19,10,1,884,1,1,884,26,1,1,1296,49
"100374",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,20,10,1,1067,1,1,1300,17,0,,,38
"100400",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,18,9,1,1143,1,1,1372,15,0,,,32
"100415",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,18,9,1,859,1,1,1133,27,1,1,1117,51
"100460",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,22,12,0,,1,0,,24,1,0,,48
"100464",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,10,,,1,1,1000,26,1,1,1000,50
"100474",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,16,33,0,991,1,1,991,3,0,,,24
"100517",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,20,7,1,1021,1,1,1238,29,1,1,1238,53
"100536",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,21,34,1,810,1,1,915,2,1,1,915,26
"100538",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,17,7,0,,1,0,,29,0,,,41
"100549",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,20,12,1,991,1,1,1651,24,0,,,38
"100584",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,18,9,1,799,0,,,3,1,0,,18
"100590",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,18,54,0,,0,,,0,1,1,1229,6
"100607",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,20,22,1,871,1,0,,7,1,1,899,30
"100660",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,16,9,,,1,1,1000,27,1,1,1000,51
"100673",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,19,35,0,,1,0,,1,0,,,11
"100685",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,18,10,1,457,1,1,585,26,1,1,585,50
"100686",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,20,11,0,,1,0,,25,1,0,,49
"100695",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,1143,1,1,1143,29,1,1,1708,53
"100729",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,31,1,1220,1,1,1220,5,0,,,6
"100736",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,15,33,1,229,0,,,3,0,,,3
"100740",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,19,7,1,838,1,1,1289,28,1,1,1289,52
"100745",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,19,32,1,1372,1,1,640,4,1,1,991,23
"100771",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,23,7,1,549,1,1,1809,29,1,1,1809,53
"100789",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,17,28,1,1050,1,1,1050,8,0,,,12
"100795",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,20,12,1,488,1,1,810,24,0,,,26
"100811",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,7,1,810,1,1,787,29,1,1,787,53
"100823",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,18,24,1,1033,1,1,457,6,0,,,10
"100845",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,17,9,1,305,1,1,305,27,0,,,28
"100847",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,19,9,1,740,1,1,1372,27,1,1,1372,51
"100879",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,19,7,1,1257,1,1,1302,29,1,0,,48
"100886",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,20,10,0,,1,1,305,18,1,1,1083,36
"100896",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1000,29,1,1,1000,53
"100902",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,9,,,1,0,,27,0,,,48
"100904",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,28,1,1031,1,1,1031,8,1,1,991,32
"100917",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,19,7,1,650,0,,,12,1,1,1029,30
"100921",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,19,0,,0,,,9,0,,,22
"100938",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19,15,1,701,1,1,610,12,0,,,24
"100940",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,21,7,,,1,1,1030,28,1,1,1030,52
"100946",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,17,3,0,,0,,,29,1,1,945,41
"100953",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,24,7,1,810,1,1,995,28,1,1,1143,52
"100961",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,19,7,1,981,0,,,20,1,1,787,32
"100971",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,21,7,0,941,1,1,941,29,1,1,941,53
"100981",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,15,1,905,1,1,600,11,1,1,600,35
"100991",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,19,5,0,,1,1,810,31,1,1,1220,53
"101065",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,19,30,0,,1,0,,6,1,1,943,17
"101080",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,7,1,854,1,1,787,14,1,1,787,38
"101093",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,7,1,915,1,0,991,7,0,,,29
"101095",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,16,19,1,686,1,0,686,17,1,0,686,41
"101104",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,18,21,1,518,1,1,518,15,1,1,991,39
"101118",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,15,7,,,0,,,2,0,,,2
"101121",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,58,1,1032,0,,,0,1,1,1016,2
"101135",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,0,1,1,1,19,7,1,884,1,1,1037,21,1,1,1677,45
"101142",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,21,8,1,810,1,1,1143,24,1,1,1143,48
"101181",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16,7,1,838,1,1,1067,29,1,1,1067,53
"101216",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,,,1,1,1245,19,1,1,1245,43
"101283",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,19,19,1,823,1,0,686,16,0,,,38
"101317",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,19,24,1,914,1,0,,11,1,1,787,35
"101335",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,16,35,0,,1,0,,1,1,0,,25
"101343",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,4,0,,1,1,1371,32,1,1,1371,56
"101347",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,16,26,0,,0,,,2,0,,,4
"101355",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,21,8,0,,1,0,,28,1,0,,52
"101359",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,5,1,838,1,1,915,23,1,1,1046,33
"101361",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,0,,1,1,1500,29,1,1,1500,53
"101369",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,871,1,1,1200,29,1,1,1200,53
"101417",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,17,61,0,,0,,,0,0,,,0
"101423",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,7,,,1,1,854,24,1,1,854,48
"101426",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,9,1,1220,1,1,1625,27,1,1,1625,51
"101429",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,18,1,865,1,1,923,16,1,1,923,40
"101451",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18,7,0,787,1,1,787,29,1,1,787,53
"101463",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,7,,,1,1,1204,27,1,1,1238,51
"101466",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,25,4,1,747,1,1,950,32,1,1,950,56
"101483",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,20,9,1,810,0,,,3,1,1,1010,21
"101505",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,20,29,1,930,1,1,1115,7,1,1,1115,31
"101516",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,18,20,1,732,1,1,686,16,0,,,33
"101543",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,21,7,1,1762,0,,,13,1,1,1200,22
"101553",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,33,,,1,0,,3,0,,,17
"101555",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,21,7,,,1,1,985,3,1,1,985,27
"101560",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,18,10,0,,1,0,,26,1,0,,50
"101561",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,19,14,0,,1,1,915,20,0,,,42
"101562",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,20,7,1,1021,1,1,1383,29,1,1,1383,53
"101586",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,20,28,1,938,1,1,1143,8,1,1,1143,32
"101599",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,7,1,854,1,1,854,24,1,0,,48
"101600",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,20,24,0,,0,,,5,0,,,5
"101636",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19,7,1,827,1,1,1463,29,1,1,1463,53
"101654",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,18,7,,,1,0,1060,22,1,1,991,43
"101673",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,7,0,,1,1,1105,24,1,1,1105,48
"101686",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,17,29,0,,1,0,,7,1,1,949,31
"101693",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,7,0,,1,0,,29,1,1,976,50
"101697",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,18,19,0,,1,1,1067,17,1,1,1067,41
"101705",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,7,1,964,1,1,995,29,1,1,995,53
"101721",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20,20,1,793,1,1,945,16,1,1,787,34
"101722",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,21,10,1,933,1,1,787,19,0,,,33
"101723",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,18,7,,,1,0,,15,1,0,,39
"101726",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,17,1,534,0,,,10,1,1,1220,29
"101752",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,19,7,,,0,,,6,0,,,14
"101766",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,16,7,,,0,,,26,0,,,39
"101773",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,7,0,,1,0,,29,0,,,30
"101786",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,7,0,,1,0,,28,1,0,,52
"101806",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,19,10,1,793,1,1,957,26,1,1,1000,50
"101822",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,18,7,,,0,,,2,0,,,5
"101856",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,7,,515,1,1,515,29,1,1,515,53
"101858",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,18,26,1,810,1,1,853,10,0,,,33
"101879",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,19,12,1,915,1,1,915,18,1,1,1222,37
"101885",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,19,4,1,810,1,1,810,32,0,,,37
"101938",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,7,1,972,1,0,972,29,0,,,49
"101940",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,5,,,1,1,457,7,0,,,16
"101958",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,9,1,241,1,1,1111,24,0,,,28
"102020",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,17,1,762,1,1,915,13,0,,,30
"102051",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,27,0,,1,0,,9,1,0,,33
"102058",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,871,1,1,871,29,1,1,1029,53
"102083",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,19,7,1,762,1,1,1112,29,1,1,1112,53
"102091",2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,16,0,,1,1,686,20,1,1,1080,44
"102103",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,19,15,0,,1,1,1010,15,1,1,1010,39
"102125",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,9,0,,1,1,1829,18,1,1,1372,38
"102153",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,18,7,,,0,,,18,1,1,921,41
"102179",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19,7,1,610,1,1,1500,29,1,1,911,53
"102231",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,17,12,1,328,0,,,7,0,,,30
"102234",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,19,7,0,,1,0,,29,1,0,,53
"102251",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,1,991,0,,,25,0,,,25
"102260",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,21,17,1,1220,1,1,1403,19,1,1,1403,43
"102323",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,19,7,1,888,1,1,809,29,0,,,46
"102345",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,21,7,1,945,1,1,762,29,1,1,762,53
"102372",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,20,12,1,810,1,1,838,24,1,1,1156,48
"102384",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,7,1,591,1,1,1113,29,1,1,1050,49
"102387",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18,7,1,915,1,1,534,29,1,1,1052,53
"102411",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,10,1,864,1,0,534,26,0,,,33
"102429",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,19,34,1,915,1,1,787,2,1,1,787,26
"102438",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,7,1,869,1,1,915,29,1,1,915,53
"102446",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,20,35,1,991,1,1,991,1,0,,,7
"102458",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,18,33,1,691,1,1,1016,3,1,1,1016,27
"102461",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,18,12,1,836,1,1,842,22,1,1,869,46
"102499",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,17,31,0,,0,,,3,0,,,3
"102518",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,19,4,1,793,1,1,793,32,1,1,974,48
"102527",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,8,0,,1,1,1077,25,1,1,1077,49
"102531",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,19,10,1,762,1,1,996,26,1,1,991,50
"102540",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,17,37,0,,0,,,0,1,1,1067,23
"102552",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,18,30,1,1220,1,1,1239,6,0,,,26
"102561",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,20,9,1,963,1,1,787,27,0,,,41
"102567",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,7,,,1,0,,13,1,0,,37
"102582",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,20,7,0,,1,1,787,29,1,1,787,52
"102584",2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,7,,,0,,,7,0,,,7
"102594",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,20,21,0,,1,0,,15,1,,,39
"102610",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,49,0,,0,,,0,0,,,9
"102619",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,20,7,1,838,1,0,,23,1,0,,47
"102665",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19,13,1,808,1,1,915,23,1,1,915,47
"102689",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,18,25,1,610,1,1,610,11,1,1,1448,31
"102701",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,18,6,,,1,1,991,29,1,1,1296,53
"102729",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,18,7,1,1022,1,1,1073,29,1,1,1073,53
"102733",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,0,0,0,1,18,9,1,1143,1,1,1300,27,1,1,1300,51
"102734",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,17,13,0,,0,,,20,1,1,966,34
"102735",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,17,11,1,777,1,1,1143,8,1,1,1370,16
"102747",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,25,0,,0,,,4,1,0,,14
"102787",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19,13,1,855,1,1,1350,23,1,1,1350,47
"102788",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,23,0,,0,,,6,1,1,954,10
"102793",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,20,7,1,915,1,1,1100,16,0,,,35
"102811",2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,19,7,,,0,,,9,1,0,,20
"102813",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,18,7,1,963,1,1,976,29,1,1,1000,48
"102837",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,19,7,1,810,1,1,810,29,1,1,1167,53
"102864",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,17,27,1,976,1,1,1220,9,0,,,29
"102904",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,19,9,1,810,1,1,809,27,1,1,1052,51
"102935",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,20,48,1,640,0,,,0,0,,,12
"102952",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,1,838,1,0,,15,1,0,,39
"102962",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,20,8,1,982,0,,,7,0,,,7
"102983",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,19,7,0,,1,1,960,12,0,,,20
"102987",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,20,5,0,711,1,1,711,31,1,1,711,55
"102991",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,7,,,1,1,1100,27,1,1,1100,51
"103006",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,19,7,1,810,1,1,1111,29,1,1,1037,51
"103015",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,9,0,,1,0,,27,0,,,49
"103020",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,18,21,1,799,0,,,1,1,1,808,23
